"","PHD1.SCH01.01_18S","PHD1.SCH01.02_18S","PHD1.SCH01.03_18S","PHD1.SCH01.04_18S","PHD1.SCH01.04rep_18S","PHD1.SCH01.05_18S","PHD1.SCH01.06_18S","PHD1.SCH01.07_18S","PHD1.SCH01.08_18S","PHD1.SCH01.09_18S","PHD1.SCH02.01_18S","PHD1.SCH02.02_18S","PHD1.SCH02.03_18S","PHD1.SCH02.04_18S","PHD1.SCH02.05_18S","PHD1.SCH02.06_18S","PHD1.SCH03.01_18S","PHD1.SCH03.02_18S","PHD1.SCH03.03_18S","PHD1.SCH03.04_18S","PHD1.SCH03.05_18S","PHD1.SCH03.05rep_18S","PHD1.SCH03.06_18S","PHD1.SCH03.07_18S","PHD1.SCH03.08_18S","PHD1.SCH03.09_18S","PHD1.SCH04.01_18S","PHD1.SCH04.02_18S","PHD1.SCH04.03_18S","PHD1.SCH04.04_18S","PHD1.SCH04.05_18S","PHD1.SCH04.06_18S","PHD1.SCH04.07_18S","PHD1.SCH04.08_18S","PHD1.SCH04.09_18S","PHD1.SCH04.09rep_18S","PHD1.SCH05.01_18S","PHD1.SCH05.02_18S","PHD1.SCH05.03_18S","PHD1.SCH06.01_18S","PHD1.SCH06.02_18S","PHD1.SCH06.03_18S","PHD1.SCH06.04_18S","PHD1.SCH06.06_18S","PHD1.SCH07.01_18S","PHD1.SCH07.02_18S","PHD1.SCH07.02rep_18S","PHD1.SCH07.03_18S","PHD1.SCH08.01_18S","PHD1.SCH08.02_18S","PHD1.SCH08.03_18S","PHD1.SCH08.04_18S","PHD1.SCH08.05_18S","PHD1.SCH08.06_18S","PHD1.SCH08.07_18S","PHD1.SCH08.08_18S","PHD1.SCH08.09_18S","PHD1.SW01.01_18S","PHD1.SW01.02_18S","PHD1.SW01.03_18S","PHD1.SW01.04_18S","PHD1.SW01.05_18S","PHD1.SW01.06_18S","PHD1.SW01.06rep_18S","PHD1.SW01.07_18S","PHD1.SW01.08_18S","PHD1.SW01.09_18S","PHD1.SW02.01_18S","PHD1.SW02.02_18S","PHD1.SW02.03_18S","PHD1.SW03.01_18S","PHD1.SW03.02_18S","PHD1.SW03.03_18S","PHD1.SW03.04_18S","PHD1.SW03.05_18S","PHD1.SW03.06_18S","PHD1.SW03.07_18S","PHD1.SW03.08_18S","PHD1.SW03.08rep_18S","PHD1.SW03.09_18S","PHD1.SW04.01_18S","PHD1.SW04.02_18S","PHD1.SW04.03_18S","PHD1.SW05.01_18S","PHD1.SW05.01rep_18S","PHD1.SW05.02_18S","PHD1.SW05.03_18S","PHD1.SW05.04_18S","PHD1.SW05.05_18S","PHD1.SW05.06_18S","PHD1.SW05.07_18S","PHD1.SW05.08_18S","PHD1.SW05.09_18S","PHD1.SW06.01_18S","PHD1.SW06.03_18S","PHD1.SW07.01_18S","PHD1.SW07.02_18S","PHD1.SW07.03_18S","PHD1.SW07.03rep_18S","PHD1.SW08.01_18S","PHD1.SW08.02_18S","PHD1.SW08.03_18S","PHD2.CN01.01_18S","PHD2.CN01.02_18S","PHD2.CN01.03_18S","PHD2.CN01.04_18S","PHD2.CN01.05_18S","PHD2.CN01.06_18S","PHD2.CN01.07_18S","PHD2.CN01.08_18S","PHD2.CN01.09_18S","PHD2.CN02.02_18S","PHD2.CN02.04_18S","PHD2.CN02.05_18S","PHD2.CN02.06_18S","PHD2.CN02.07_18S","PHD2.CN02.08_18S","PHD2.CN02.09_18S","PHD2.CN02.09rep_18S","PHD2.CN03.01_18S","PHD2.CN03.02_18S","PHD2.CN03.03_18S","PHD2.CN03.04_18S","PHD2.CN03.05_18S","PHD2.CN03.06_18S","PHD2.CN03.07_18S","PHD2.CN03.08_18S","PHD2.CN03.09_18S","PHD2.CN04.01_18S","PHD2.CN04.02_18S","PHD2.CN04.03_18S","PHD2.CN04.04_18S","PHD2.CN04.05_18S","PHD2.CN04.05rep_18S","PHD2.CN04.06_18S","PHD2.CN04.07_18S","PHD2.CN04.08_18S","PHD2.CN04.09_18S","PHD2.CN05.01_18S","PHD2.CN05.03_18S","PHD2.CN05.04_18S","PHD2.CN05.05_18S","PHD2.CN05.06_18S","PHD2.CN05.07_18S","PHD2.CN05.08_18S","PHD2.CN05.08rep_18S","PHD2.CN05.09_18S","PHD2.NE01.01_18S","PHD2.NE01.02_18S","PHD2.NE01.03_18S","PHD2.NE01.04_18S","PHD2.NE01.05_18S","PHD2.NE01.06_18S","PHD2.NE01.07_18S","PHD2.NE01.08_18S","PHD2.NE01.09_18S","PHD2.NE02.01_18S","PHD2.NE02.02_18S","PHD2.NE02.03_18S","PHD2.NE02.04_18S","PHD2.NE02.05_18S","PHD2.NE02.06_18S","PHD2.NE02.07_18S","PHD2.NE02.08_18S","PHD2.NE02.09_18S","PHD2.NE02.09rep_18S","PHD2.NE03.01_18S","PHD2.NE03.04_18S","PHD2.NE03.05_18S","PHD2.NE03.06_18S","PHD2.NE03.07_18S","PHD2.NE03.08_18S","PHD2.NE03.09_18S","PHD2.NE04.02_18S","PHD2.NE04.04_18S","PHD2.NE04.05_18S","PHD2.NE04.05rep_18S","PHD2.NE04.06_18S","PHD2.NE04.07_18S","PHD2.NE04.08_18S","PHD2.NE04.09_18S","PHD2.NE05.01_18S","PHD2.NE05.03_18S","PHD2.NE05.04_18S","PHD2.NE05.05_18S","PHD2.NE05.06_18S","PHD2.NE05.07_18S","PHD2.NE05.08_18S","PHD2.NE05.08rep_18S","PHD2.NE05.09_18S","PHD2.NW01.02_18S","PHD2.NW01.02rep_18S","PHD2.NW01.03_18S","PHD2.NW02.01_18S","PHD2.NW02.02_18S","PHD2.NW02.03_18S","PHD2.NW02.04_18S","PHD2.NW02.05_18S","PHD2.NW02.06_18S","PHD2.NW02.07_18S","PHD2.NW02.08_18S","PHD2.NW02.09_18S","PHD2.NW03.01_18S","PHD2.NW03.02_18S","PHD2.NW03.03_18S","PHD2.NW03.04_18S","PHD2.NW03.05_18S","PHD2.NW03.06_18S","PHD2.NW03.07_18S","PHD2.NW03.08_18S","PHD2.NW03.08rep_18S","PHD2.NW04.01_18S","PHD2.NW04.02_18S","PHD2.NW04.03_18S","PHD2.NW04.04_18S","PHD2.NW04.05_18S","PHD2.NW04.06_18S","PHD2.NW04.07_18S","PHD2.NW04.08_18S","PHD2.NW04.09_18S","PHD2.NW05.01_18S","PHD2.NW05.02_18S","PHD2.NW05.03_18S","PHD2.NW05.04_18S","PHD2.NW05.05_18S","PHD2.NW05.06_18S","PHD2.NW05.07_18S","PHD2.NW05.08_18S","PHD2.NW05.09_18S","PHD2.NW06.02_18S","PHD2.NW06.02rep_18S","PHD2.NW06.03_18S","PHD2.NW06.04_18S","PHD2.NW06.05_18S","PHD2.NW06.06_18S","PHD2.SCH01.04rep_18S","PHD2.SCH03.05rep_18S","PHD2.SCH04.09rep_18S","PHD2.SCH06.05_18S","PHD2.SCH07.02rep_18S","PHD2.SW01.06rep_18S","PHD2.SW03.08rep_18S"
"Amblyosyllis formosa corallicola",3,7,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,14,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ameira scotti",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,273,0,0,0,0,0,0,0,0,0,0,0,143,0,47,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,12,0,0,0,0,0,0,0
"Amphitritides gracilis",0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105,0,0,0,0,0,19,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,8,27,551,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,14,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Annelida",5,14,4,5,2,24,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,48,55,55,334,103,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,519,280,2,0,0,0,0,0,0,0,5,0,8,0,0,0,0,0,2,0,0,0,0,0,0,0,10,16,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72
"Anoplodactylus lentus",0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Anoplodactylus petiolatus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Anotrichium licmophorum",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Anthoathecata",24,558,637,2205,5317,412,26,222,420,419,23403,7333,5153,8,0,5,144,466,635,3397,39,20,1117,33,48,15,134,0,24,3335,396,3399,7,0,0,12,463,151,269,2892,323,852,2252,5233,6106,5745,14428,3657,1205,0,6,133,28,1820,7980,17203,19,418,777,155,17236,20468,8542,9476,15130,19618,33218,14,44,1114,0,0,0,0,30,0,0,24,40,0,17,0,51,0,0,4,0,0,0,513,0,0,0,66,62,0,68,0,38,11,578,161,0,0,0,0,0,0,0,6,9,26,0,0,0,125,26,16,71,0,0,0,0,0,0,11,39,14,0,0,0,0,0,0,0,0,0,0,0,6,6,40,0,91,190,112,131,39,0,13,0,10,11,0,0,13,0,32,22,147,32,27,602,14,19,53,0,0,0,56,0,0,0,125,125,292,363,53,29,9,21,0,0,26,12,0,25,94,277,1614,0,0,0,0,4,0,0,8,0,0,0,4,141,24,12,7446,13,53,17,15,59,26982,12,249,129,1836,208,0,0,6,22,32,77,265,28,27,0,0,0,35,27,511,97,13,48,719,0,0,2308,5420,707,0
"Anthozoa",0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Anurida maritima",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,256,0,0,0,0,0,0,0,0,0,0,2743,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
"Aplidium glabrum",0,10,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Archilopsis spinosa",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Arenicola marina",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,8,10,0,9,9,8,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Arenicolides ecaudata",19,67,107,250,167,119,29,4,0,44,2,0,8,0,0,0,0,0,0,4,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,38,42,51,285,86,472,83,814,84,90,82,421,25,49,37,5,41,34,8,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,433,181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,348,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,0,0,0
"Ascidiella",83,431,166,296,677,283,59,92,183,149,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,1804,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,3578,8473,0,0,0,0,0,0,0,0,0,0,16,0,12,46,18,31,34,0,0,0,406,494,2301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,53,50,121,85,184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,10,28,106,57,0,0,0,4759,86,404,18,734,617,171,0,0,0,0,0,2061,1331,1154,258,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,104,0,0,0,5504,8,0
"Ascidiidae",0,0,43,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,183,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,174,400,0,17,38,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,26,37,178,0,0,0,0,0,0,0,0,0,0,13,11,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,212,0,0,0,68,0,0,0,0,0,34,0,479,302,353,41,12,0,0,4,0,0,0,0,0,0,14,0,0,0,0,0,0,0,18,0,0,0,22,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,326,0,0
"Ascolaimus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Asparagopsis armata",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,52,24,0,0,13,8,12,6,10,9,13,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Aspidiophorus polystictos",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1313,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,0,60,155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Aspidiophorus tentaculatus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Asteriidae",97,266,109,202,169,70,24,6,0,0,0,3,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,8,45,19,26,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,0,0,0,2,0,0
