"","PHD1.SCH01.01_CO1","PHD1.SCH01.02_CO1","PHD1.SCH01.03_CO1","PHD1.SCH01.04_CO1","PHD1.SCH01.04rep_CO1","PHD1.SCH01.05_CO1","PHD1.SCH01.06_CO1","PHD1.SCH01.07_CO1","PHD1.SCH01.08_CO1","PHD1.SCH01.09_CO1","PHD1.SCH02.01_CO1","PHD1.SCH02.02_CO1","PHD1.SCH02.06_CO1","PHD1.SCH03.01_CO1","PHD1.SCH03.02_CO1","PHD1.SCH03.03_CO1","PHD1.SCH03.04_CO1","PHD1.SCH03.05_CO1","PHD1.SCH03.06_CO1","PHD1.SCH03.07_CO1","PHD1.SCH03.08_CO1","PHD1.SCH03.09_CO1","PHD1.SCH04.01_CO1","PHD1.SCH04.02_CO1","PHD1.SCH04.04_CO1","PHD1.SCH04.05_CO1","PHD1.SCH04.06_CO1","PHD1.SCH04.07_CO1","PHD1.SCH04.08_CO1","PHD1.SCH04.09_CO1","PHD1.SCH04.09rep_CO1","PHD1.SCH05.01_CO1","PHD1.SCH05.02_CO1","PHD1.SCH05.03_CO1","PHD1.SCH06.01_CO1","PHD1.SCH06.02_CO1","PHD1.SCH06.03_CO1","PHD1.SCH06.04_CO1","PHD1.SCH06.05_CO1","PHD1.SCH06.06_CO1","PHD1.SCH07.01_CO1","PHD1.SCH07.02_CO1","PHD1.SCH07.02rep_CO1","PHD1.SCH07.03_CO1","PHD1.SCH08.01_CO1","PHD1.SCH08.02_CO1","PHD1.SCH08.03_CO1","PHD1.SCH08.04_CO1","PHD1.SCH08.05_CO1","PHD1.SCH08.06_CO1","PHD1.SCH08.07_CO1","PHD1.SCH08.08_CO1","PHD1.SW01.01_CO1","PHD1.SW01.02_CO1","PHD1.SW01.03_CO1","PHD1.SW01.04_CO1","PHD1.SW01.05_CO1","PHD1.SW01.06_CO1","PHD1.SW01.06rep_CO1","PHD1.SW01.07_CO1","PHD1.SW01.08_CO1","PHD1.SW01.09_CO1","PHD1.SW02.01_CO1","PHD1.SW02.02_CO1","PHD1.SW02.03_CO1","PHD1.SW03.01_CO1","PHD1.SW03.02_CO1","PHD1.SW03.03_CO1","PHD1.SW03.04_CO1","PHD1.SW03.05_CO1","PHD1.SW03.06_CO1","PHD1.SW03.08_CO1","PHD1.SW03.08rep_CO1","PHD1.SW03.09_CO1","PHD1.SW04.02_CO1","PHD1.SW04.03_CO1","PHD1.SW05.01_CO1","PHD1.SW05.01rep_CO1","PHD1.SW05.02_CO1","PHD1.SW05.02rep_CO1","PHD1.SW05.03_CO1","PHD1.SW05.03rep_CO1","PHD1.SW05.04_CO1","PHD1.SW05.05_CO1","PHD1.SW05.06_CO1","PHD1.SW05.07_CO1","PHD1.SW05.08_CO1","PHD1.SW05.09_CO1","PHD1.SW06.01_CO1","PHD1.SW06.02_CO1","PHD1.SW06.03_CO1","PHD1.SW07.01_CO1","PHD1.SW07.02_CO1","PHD1.SW07.03_CO1","PHD1.SW07.03rep_CO1","PHD1.SW08.01_CO1","PHD1.SW08.02_CO1","PHD1.SW08.03_CO1","PHD2.CN01.01_CO1","PHD2.CN01.02_CO1","PHD2.CN01.02rep_CO1","PHD2.CN01.03_CO1","PHD2.CN01.04_CO1","PHD2.CN01.05_CO1","PHD2.CN01.06_CO1","PHD2.CN01.07_CO1","PHD2.CN01.08_CO1","PHD2.CN01.09_CO1","PHD2.CN02.01_CO1","PHD2.CN02.03_CO1","PHD2.CN02.04_CO1","PHD2.CN02.05_CO1","PHD2.CN02.06_CO1","PHD2.CN02.07_CO1","PHD2.CN02.08_CO1","PHD2.CN02.09_CO1","PHD2.CN02.09rep_CO1","PHD2.CN03.01_CO1","PHD2.CN03.02_CO1","PHD2.CN03.03_CO1","PHD2.CN03.04_CO1","PHD2.CN03.05_CO1","PHD2.CN03.06_CO1","PHD2.CN03.07_CO1","PHD2.CN03.08_CO1","PHD2.CN03.09_CO1","PHD2.CN04.01_CO1","PHD2.CN04.02_CO1","PHD2.CN04.04_CO1","PHD2.CN04.05_CO1","PHD2.CN04.05rep_CO1","PHD2.CN04.06_CO1","PHD2.CN04.07_CO1","PHD2.CN04.08_CO1","PHD2.CN04.09_CO1","PHD2.CN05.01_CO1","PHD2.CN05.02_CO1","PHD2.CN05.03_CO1","PHD2.CN05.04_CO1","PHD2.CN05.05_CO1","PHD2.CN05.06_CO1","PHD2.CN05.07_CO1","PHD2.CN05.08_CO1","PHD2.CN05.08rep_CO1","PHD2.CN05.09_CO1","PHD2.NE01.01_CO1","PHD2.NE01.02_CO1","PHD2.NE01.03_CO1","PHD2.NE01.04_CO1","PHD2.NE01.05_CO1","PHD2.NE01.06_CO1","PHD2.NE01.07_CO1","PHD2.NE01.08_CO1","PHD2.NE02.01_CO1","PHD2.NE02.02_CO1","PHD2.NE02.04_CO1","PHD2.NE02.05_CO1","PHD2.NE02.06_CO1","PHD2.NE02.07_CO1","PHD2.NE02.08_CO1","PHD2.NE02.09_CO1","PHD2.NE02.09rep_CO1","PHD2.NE03.01_CO1","PHD2.NE03.02_CO1","PHD2.NE03.03_CO1","PHD2.NE03.04_CO1","PHD2.NE03.05_CO1","PHD2.NE03.06_CO1","PHD2.NE03.07_CO1","PHD2.NE03.08_CO1","PHD2.NE03.09_CO1","PHD2.NE04.01_CO1","PHD2.NE04.02_CO1","PHD2.NE04.03_CO1","PHD2.NE04.04_CO1","PHD2.NE04.05_CO1","PHD2.NE04.05rep_CO1","PHD2.NE04.06_CO1","PHD2.NE04.07_CO1","PHD2.NE04.08_CO1","PHD2.NE04.09_CO1","PHD2.NE05.01_CO1","PHD2.NE05.02_CO1","PHD2.NE05.03_CO1","PHD2.NE05.04_CO1","PHD2.NE05.05_CO1","PHD2.NE05.06_CO1","PHD2.NE05.07_CO1","PHD2.NE05.08_CO1","PHD2.NE05.08rep_CO1","PHD2.NE05.09_CO1","PHD2.NW01.01_CO1","PHD2.NW01.02_CO1","PHD2.NW01.02rep_CO1","PHD2.NW01.03_CO1","PHD2.NW02.01_CO1","PHD2.NW02.02_CO1","PHD2.NW02.03_CO1","PHD2.NW02.04_CO1","PHD2.NW02.05_CO1","PHD2.NW02.06_CO1","PHD2.NW02.07_CO1","PHD2.NW02.08_CO1","PHD2.NW02.09_CO1","PHD2.NW03.02_CO1","PHD2.NW03.03_CO1","PHD2.NW03.04_CO1","PHD2.NW03.05_CO1","PHD2.NW03.06_CO1","PHD2.NW03.07_CO1","PHD2.NW03.08_CO1","PHD2.NW03.08rep_CO1","PHD2.NW03.09_CO1","PHD2.NW04.01_CO1","PHD2.NW04.02_CO1","PHD2.NW04.03_CO1","PHD2.NW04.04_CO1","PHD2.NW04.05_CO1","PHD2.NW04.06_CO1","PHD2.NW04.07_CO1","PHD2.NW04.08_CO1","PHD2.NW04.09_CO1","PHD2.NW05.01_CO1","PHD2.NW05.02_CO1","PHD2.NW05.03_CO1","PHD2.NW05.04_CO1","PHD2.NW05.05_CO1","PHD2.NW05.06_CO1","PHD2.NW05.07_CO1","PHD2.NW05.08_CO1","PHD2.NW05.09_CO1","PHD2.NW06.01_CO1","PHD2.NW06.02_CO1","PHD2.NW06.02rep_CO1","PHD2.NW06.03_CO1","PHD2.NW06.04_CO1","PHD2.NW06.05_CO1","PHD2.NW06.06_CO1","PHD2.SCH01.04rep_CO1","PHD2.SCH02.03_CO1","PHD2.SCH02.05_CO1","PHD2.SCH03.05rep_CO1","PHD2.SCH03.05rep2_CO1","PHD2.SCH04.09rep_CO1","PHD2.SCH07.02rep_CO1","PHD2.SW01.06rep_CO1","PHD2.SW03.08rep_CO1","PHD3.CN01.01rep_CO1","PHD3.CN01.02rep_CO1","PHD3.CN01.03rep_CO1","PHD3.CN01.04rep_CO1","PHD3.CN01.05rep_CO1","PHD3.CN01.06rep_CO1","PHD3.CN01.07rep_CO1","PHD3.CN01.08rep_CO1","PHD3.SCH01.04rep_CO1","PHD3.SCH03.05rep_CO1","PHD3.SCH04.09rep_CO1","PHD3.SCH07.02rep_CO1","PHD3.SW01.06rep_CO1","PHD3.SW03.08rep_CO1","PHD3.SW05.01rep_CO1","PHD3.SW07.03rep_CO1"
"Acrocnida brachiata",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Acrosorium ciliolatum",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Acrothrix gracilis",0,6,0,0,0,0,0,0,22,44,88,11,0,0,0,0,0,0,0,6,0,22,44,17,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Actinia",2,0,0,0,12,0,0,0,0,0,0,0,239,4,0,7,4,0,0,0,0,0,0,0,0,0,18,0,0,0,0,54,14,2,36,58,32,38,17,132,55,0,4,3,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,96,39,242,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,19,257,0,16,9,17,32,32,40,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,9,0,8,8,0,0,0,52,0,0,0,0,0,0,0,0,0,0,0,0,90,0,0,0,0,0,77,15,21,0,0,0,0,0,16,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,15,0,0,0,10,3,0,4,5,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,132,0,0,0,0,0,0,0,0,0,0,13,0,0,5,8,10,13,0,0,0,9,0,5,0,0
"Actiniaria",0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,2,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Actiniidae",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,16,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,90,0,0,0,12,7,0,0,0,0,0,0,0,0,0,0,0,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,257,0,10,0,0,0,0,0,0,0,0,0,50,0,12,0,0,0,0,0,0,0,42,28,0,509,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,224,0,0,0,0,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,3,46,97,658,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Aeolidia",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Aequorea vitrina",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,2,5,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,10,0,8,0,0,21,12,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Afrolittorina knysnaensis",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Aglaophenia",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73,31,0,30,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Aglaophenia pluma",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,252,136,0,33,145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ahnfeltia plicata",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,5,8,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,10,0,0,3,6,0,3,23,0,0,0,0,0,0,13,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,41,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ahnfeltiopsis devoniensis",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Aktedrilus arcticus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,12,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Alaria",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Alcyonium",0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,9,0,14,2,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,12,27,33,16,10,26,7,13,0,5,10,0,40,11,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,8,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Alitta virens",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Amathia citrina",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,2,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
