"","fieldID","projectID","eventID","type","verbatimLocality","localityID","shorePosition","fullID","year","month","day","eventTime","dna_concentration_CO1","dna_concentration_18S","negCheckLogical","pairedRepLogical","country","controlCheck","sampleType","primer","date_amplified_CO1","date_amplified_18S","batch_extraction","batch_PCR_CO1","plate_col_CO1","plate_row_CO1","batch_PCR_18S","plate_col_18S","plate_row_18S","date_extraction","exposure","weather","tide","lowWater","decimalLongitude","decimalLatitude","eventTime.1","rockpoolarea.cm.2.","averageDepth..cm.","rockpoolVol.m.3.","averagePH","averageTemp"
"PHD2-NE04-05rep_18S","PHD2-NE04-05rep","PHD2","PHD2-2023.08.06-NE04-05rep","Rockpool","Newton Point","NE04","Low","PHD2-NE04-05rep_18S",2023,8,6,"12:18",101.235,80.605,FALSE,TRUE,"Northeast England","sample","plate-replicate","18S","14.11.2024","03.11.2023",9,9,7,"H",6,7,"H","20.10.2023","Moderately sheltered","Sunny with some cloud","outgoing","13:50",-1.6097,55.5221,"12:18",NA,6.5,NA,8.75,19.3
"PHD2-NE04-06_18S","PHD2-NE04-06","PHD2","PHD2-2023.08.06-NE04-06","Rockpool","Newton Point","NE04","Low","PHD2-NE04-06_18S",2023,8,6,"12:24",52.15,52.808,FALSE,FALSE,"Northeast England","sample","sample","18S","14.11.2023","31.10.2023",9,9,5,"E",6,5,"E","20.10.2023","Moderately sheltered","Sunny with some cloud","outgoing","13:50",-1.6097,55.5221,"12:24",NA,5,NA,8.33,18.55
"PHD2-NE04-07_18S","PHD2-NE04-07","PHD2","PHD2-2023.08.06-NE04-07","Open","Newton Point","NE04","Open Water","PHD2-NE04-07_18S",2023,8,6,"12:33",144.262,56.121,FALSE,FALSE,"Northeast England","sample","sample","18S","14.11.2023","31.10.2023",9,9,5,"F",6,5,"F","20.10.2023","Moderately sheltered","Sunny with some cloud","outgoing","13:50",-1.6097,55.5221,"12:33",NA,NA,NA,8.68,17.8
"PHD2-NE04-08_18S","PHD2-NE04-08","PHD2","PHD2-2023.08.06-NE04-08","Open","Newton Point","NE04","Open Water","PHD2-NE04-08_18S",2023,8,6,"12:33",63.531,60.602,FALSE,FALSE,"Northeast England","sample","sample","18S","14.11.2023","31.10.2023",9,9,5,"G",6,5,"G","20.10.2023","Moderately sheltered","Sunny with some cloud","outgoing","13:50",-1.6097,55.5221,"12:33",NA,NA,NA,8.69,17
"PHD2-NE04-09_18S","PHD2-NE04-09","PHD2","PHD2-2023.08.06-NE04-09","Open","Newton Point","NE04","Open Water","PHD2-NE04-09_18S",2023,8,6,"12:34",71.574,65.954,FALSE,FALSE,"Northeast England","sample","sample","18S","14.11.2023","31.10.2023",9,9,5,"H",6,5,"H","20.10.2023","Moderately sheltered","Sunny with some cloud","outgoing","13:50",-1.6097,55.5221,"12:34",NA,NA,NA,8.65,17.2
"PHD2-NE05-01_18S","PHD2-NE05-01","PHD2","PHD2-2023.08.07-NE05-01","Rockpool","Castlehead Rocks","NE05","High","PHD2-NE05-01_18S",2023,8,7,"12:51",32.809,83.295,FALSE,FALSE,"Northeast England","sample","sample","18S","14.11.2023","31.10.2023",9,9,6,"B",6,6,"B","20.10.2023","Moderately sheltered","Sunny with some cloud","outgoing","13:41",-1.7928,55.6881,"12:51",NA,9.6,NA,7.96,19
"PHD2-NE05-03_18S","PHD2-NE05-03","PHD2","PHD2-2023.08.07-NE05-03","Rockpool","Castlehead Rocks","NE05","High","PHD2-NE05-03_18S",2023,8,7,"12:56",88.515,86.555,FALSE,FALSE,"Northeast England","sample","sample","18S","14.11.2023","31.10.2023",9,9,6,"D",6,6,"D","20.10.2023","Moderately sheltered","Sunny with some cloud","outgoing","13:41",-1.7928,55.6881,"12:56",NA,6.65,NA,8.5,20.25
"PHD2-NE05-04_18S","PHD2-NE05-04","PHD2","PHD2-2023.08.07-NE05-04","Rockpool","Castlehead Rocks","NE05","Low","PHD2-NE05-04_18S",2023,8,7,"13:03",31.221,48.259,FALSE,FALSE,"Northeast England","sample","sample","18S","14.11.2023","31.10.2023",9,9,6,"E",6,6,"E","20.10.2023","Moderately sheltered","Sunny with some cloud","outgoing","13:41",-1.7928,55.6881,"13:03",NA,8.8,NA,8.4,13.9
"PHD2-NE05-05_18S","PHD2-NE05-05","PHD2","PHD2-2023.08.07-NE05-05","Rockpool","Castlehead Rocks","NE05","Low","PHD2-NE05-05_18S",2023,8,7,"13:05",61.036,60.19,FALSE,FALSE,"Northeast England","sample","sample","18S","14.11.2023","31.10.2023",9,9,6,"F",6,6,"F","20.10.2023","Moderately sheltered","Sunny with some cloud","outgoing","13:41",-1.7928,55.6881,"13:05",NA,7.55,NA,7.92,17.7
"PHD2-NE05-06_18S","PHD2-NE05-06","PHD2","PHD2-2023.08.07-NE05-06","Rockpool","Castlehead Rocks","NE05","Low","PHD2-NE05-06_18S",2023,8,7,"13:10",59.579,42.813,FALSE,FALSE,"Northeast England","sample","sample","18S","14.11.2023","31.10.2023",9,9,6,"G",6,6,"G","20.10.2023","Moderately sheltered","Sunny with some cloud","outgoing","13:41",-1.7928,55.6881,"13:10",NA,14,NA,8.8,18.55
"PHD2-NE05-07_18S","PHD2-NE05-07","PHD2","PHD2-2023.08.07-NE05-07","Open","Castlehead Rocks","NE05","Open Water","PHD2-NE05-07_18S",2023,8,7,"13:22",96.486,66.873,FALSE,FALSE,"Northeast England","sample","sample","18S","14.11.2023","31.10.2023",9,9,6,"H",6,6,"H","20.10.2023","Moderately sheltered","Sunny with some cloud","outgoing","13:41",-1.7928,55.6881,"13:22",NA,NA,NA,8.64,16.5
"PHD2-NE05-08_18S","PHD2-NE05-08","PHD2","PHD2-2023.08.07-NE05-08","Open","Castlehead Rocks","NE05","Open Water","PHD2-NE05-08_18S",2023,8,7,"13:23",56.122,49.57,FALSE,TRUE,"Northeast England","sample","sample","18S","14.11.2023","31.10.2023",9,9,7,"A",6,7,"A","20.10.2023","Moderately sheltered","Sunny with some cloud","outgoing","13:41",-1.7928,55.6881,"13:23",NA,NA,NA,8.65,17.1
"PHD2-NE05-08rep_18S","PHD2-NE05-08rep","PHD2","PHD2-2023.08.07-NE05-08rep","Open","Castlehead Rocks","NE05","Open Water","PHD2-NE05-08rep_18S",2023,8,7,"13:23",61.765,34.184,FALSE,TRUE,"Northeast England","sample","sample","18S","14.11.2023","31.10.2023",9,9,7,"B",6,7,"B","20.10.2023","Moderately sheltered","Sunny with some cloud","outgoing","13:41",-1.7928,55.6881,"13:23",NA,NA,NA,8.65,17.1
"PHD2-NE05-09_18S","PHD2-NE05-09","PHD2","PHD2-2023.08.07-NE05-09","Open","Castlehead Rocks","NE05","Open Water","PHD2-NE05-09_18S",2023,8,7,"13:24",120.078,76.465,FALSE,FALSE,"Northeast England","sample","sample","18S","14.11.2023","31.10.2023",9,9,8,"A",6,8,"A","20.10.2023","Moderately sheltered","Sunny with some cloud","outgoing","13:41",-1.7928,55.6881,"13:24",NA,NA,NA,8.68,16.8
"PHD2-NW01-02_18S","PHD2-NW01-02","PHD3","PHD2-2023.07.02-NW01-02","Open","Little Orme","NW01","Open Water","PHD2-NW01-02_18S",2023,7,2,"16:12",61.708,16.164,FALSE,TRUE,"North Wales","sample","sample","18S","06.11.2023","30.10.2023",7,8,1,"B",5,1,"B","10.10.2023","Moderately exposed","Windy, cloudy","outgoing","17:00",-3.7852,53.326,"16:12",NA,NA,NA,8.51,18.5
"PHD2-NW01-02rep_18S","PHD2-NW01-02rep","PHD3","PHD2-2023.07.02-NW01-02rep","Open","Little Orme","NW01","Open Water","PHD2-NW01-02rep_18S",2023,7,2,"16:12",73.939,25.748,FALSE,TRUE,"North Wales","sample","plate-replicate","18S","06.11.2023","30.10.2023",7,8,7,"G",5,7,"G","10.10.2023","Moderately exposed","Windy, cloudy","outgoing","17:00",-3.7852,53.326,"16:12",NA,NA,NA,8.51,18.5
"PHD2-NW01-03_18S","PHD2-NW01-03","PHD3","PHD2-2023.07.02-NW01-03","Open","Little Orme","NW01","Open Water","PHD2-NW01-03_18S",2023,7,2,"16:15",76.685,18.724,FALSE,FALSE,"North Wales","sample","sample","18S","06.11.2023","30.10.2023",7,8,1,"C",5,1,"C","10.10.2023","Moderately exposed","Windy, cloudy","outgoing","17:00",-3.7852,53.326,"16:15",NA,NA,NA,8.48,18
"PHD2-NW02-01_18S","PHD2-NW02-01","PHD3","PHD2-2023.07.02-NW02-01","Rockpool","Great Orme East","NW02","High","PHD2-NW02-01_18S",2023,7,2,"17:16",61.586,23.9,FALSE,FALSE,"North Wales","sample","sample","18S","06.11.2023","30.10.2023",7,8,1,"D",5,1,"D","10.10.2023","Sheltered","Windy, cloudy","incoming","17:00",-3.7852,53.326,"17:16",NA,7,0,7.82,19.55
"PHD2-NW02-02_18S","PHD2-NW02-02","PHD3","PHD2-2023.07.02-NW02-02","Rockpool","Great Orme East","NW02","High","PHD2-NW02-02_18S",2023,7,2,"17:23",51.791,28.716,FALSE,FALSE,"North Wales","sample","sample","18S","15.11.2023","30.10.2023",7,8,1,"E",5,1,"E","10.10.2023","Sheltered","Windy, cloudy","incoming","17:00",-3.7852,53.326,"17:23",NA,4.28,0,7.7,19.55
"PHD2-NW02-03_18S","PHD2-NW02-03","PHD3","PHD2-2023.07.02-NW02-03","Rockpool","Great Orme East","NW02","High","PHD2-NW02-03_18S",2023,7,2,"17:29",64.477,14.41,FALSE,FALSE,"North Wales","sample","sample","18S","06.11.2023","30.10.2023",7,8,1,"F",5,1,"F","10.10.2023","Sheltered","Windy, cloudy","incoming","17:00",-3.7852,53.326,"17:29",NA,9.55,0,7.68,19.5
"PHD2-NW02-04_18S","PHD2-NW02-04","PHD3","PHD2-2023.07.02-NW02-04","Open","Great Orme East","NW02","Open Water","PHD2-NW02-04_18S",2023,7,2,"17:41",63.024,27.031,FALSE,FALSE,"North Wales","sample","sample","18S","06.11.2023","30.10.2023",7,8,1,"G",5,1,"G","10.10.2023","Sheltered","Windy, cloudy","incoming","17:00",-3.7852,53.326,"17:41",NA,NA,NA,8.43,18.75
"PHD2-NW02-05_18S","PHD2-NW02-05","PHD3","PHD2-2023.07.02-NW02-05","Open","Great Orme East","NW02","Open Water","PHD2-NW02-05_18S",2023,7,2,"17:42",58.294,18.284,FALSE,FALSE,"North Wales","sample","sample","18S","15.11.2023","30.10.2023",7,8,1,"H",5,1,"H","10.10.2023","Sheltered","Windy, cloudy","incoming","17:00",-3.7852,53.326,"17:42",NA,NA,NA,8.49,17.9
"PHD2-NW02-06_18S","PHD2-NW02-06","PHD3","PHD2-2023.07.02-NW02-06","Open","Great Orme East","NW02","Open Water","PHD2-NW02-06_18S",2023,7,2,"17:43",57.191,21.657,FALSE,FALSE,"North Wales","sample","sample","18S","06.11.2023","30.10.2023",7,8,2,"A",5,2,"A","10.10.2023","Sheltered","Windy, cloudy","incoming","17:00",-3.7852,53.326,"17:43",NA,NA,NA,8.48,17.85
"PHD2-NW02-07_18S","PHD2-NW02-07","PHD3","PHD2-2023.07.02-NW02-07","Rockpool","Great Orme East","NW02","High","PHD2-NW02-07_18S",2023,7,2,"17:55",56.366,29.815,FALSE,FALSE,"North Wales","sample","sample","18S","06.11.2023","30.10.2023",7,8,2,"B",5,2,"B","10.10.2023","Sheltered","Windy, cloudy","incoming","17:00",-3.7852,53.326,"17:55",NA,5.8,0,8.33,19.05
"PHD2-NW02-08_18S","PHD2-NW02-08","PHD3","PHD2-2023.07.02-NW02-08","Rockpool","Great Orme East","NW02","High","PHD2-NW02-08_18S",2023,7,2,"18:01",57.794,27.33,FALSE,FALSE,"North Wales","sample","sample","18S","06.11.2023","30.10.2023",7,8,2,"C",5,2,"C","10.10.2023","Sheltered","Windy, cloudy","incoming","17:00",-3.7852,53.326,"18:01",NA,3.55,0,8.06,18.75
"PHD2-NW02-09_18S","PHD2-NW02-09","PHD3","PHD2-2023.07.02-NW02-09","Rockpool","Great Orme East","NW02","High","PHD2-NW02-09_18S",2023,7,2,"18:10",45.359,25.612,FALSE,FALSE,"North Wales","sample","sample","18S","06.11.2023","30.10.2023",7,8,2,"D",5,2,"D","10.10.2023","Sheltered","Windy, cloudy","incoming","17:00",-3.7852,53.326,"18:10",NA,4.65,0,7.89,17.8
"PHD2-NW03-01_18S","PHD2-NW03-01","PHD3","PHD2-2023.07.03-NW03-01","Rockpool","Menai Bridge","NW03","High","PHD2-NW03-01_18S",2023,7,3,"18:03",5.735,27.461,FALSE,FALSE,"North Wales","sample","sample","18S","06.11.2023","30.10.2023",7,8,2,"F",5,2,"F","10.10.2023","Sheltered","Sunny with some clouds, dry","incoming","18:10",-4.1643,53.2207,"18:03",NA,9.35,0,8.22,17.45
"PHD2-NW03-02_18S","PHD2-NW03-02","PHD3","PHD2-2023.07.03-NW03-02","Rockpool","Menai Bridge","NW03","High","PHD2-NW03-02_18S",2023,7,3,"18:10",56.305,25.837,FALSE,FALSE,"North Wales","sample","sample","18S","06.11.2023","30.10.2023",7,8,2,"G",5,2,"G","10.10.2023","Sheltered","Sunny with some clouds, dry","incoming","18:10",-4.1643,53.2207,"18:10",NA,10.25,0,8.77,18.1
"PHD2-NW03-03_18S","PHD2-NW03-03","PHD3","PHD2-2023.07.03-NW03-03","Rockpool","Menai Bridge","NW03","High","PHD2-NW03-03_18S",2023,7,3,"18:16",60.496,24.953,FALSE,FALSE,"North Wales","sample","sample","18S","06.11.2023","30.10.2023",7,8,2,"H",5,2,"H","10.10.2023","Sheltered","Sunny with some clouds, dry","incoming","18:10",-4.1643,53.2207,"18:16",NA,8,0,8.91,18.2
"PHD2-NW03-04_18S","PHD2-NW03-04","PHD3","PHD2-2023.07.03-NW03-04","Rockpool","Menai Bridge","NW03","High","PHD2-NW03-04_18S",2023,7,3,"18:23",28.845,36.351,FALSE,FALSE,"North Wales","sample","sample","18S","06.11.2023","30.10.2023",7,8,3,"A",5,3,"A","10.10.2023","Sheltered","Sunny with some clouds, dry","incoming","18:10",-4.1643,53.2207,"18:23",NA,7.2,0,8.63,18.25
"PHD2-NW03-05_18S","PHD2-NW03-05","PHD3","PHD2-2023.07.03-NW03-05","Rockpool","Menai Bridge","NW03","High","PHD2-NW03-05_18S",2023,7,3,"18:29",65.437,19.186,FALSE,FALSE,"North Wales","sample","sample","18S","06.11.2023","30.10.2023",7,8,3,"B",5,3,"B","10.10.2023","Sheltered","Sunny with some clouds, dry","incoming","18:10",-4.1643,53.2207,"18:29",NA,10.5,0,8.61,17.2
"PHD2-NW03-06_18S","PHD2-NW03-06","PHD3","PHD2-2023.07.03-NW03-06","Rockpool","Menai Bridge","NW03","High","PHD2-NW03-06_18S",2023,7,3,"18:36",69.492,30.972,FALSE,FALSE,"North Wales","sample","sample","18S","15.11.2023","30.10.2023",7,8,3,"C",5,3,"C","10.10.2023","Sheltered","Sunny with some clouds, dry","incoming","18:10",-4.1643,53.2207,"18:36",NA,6.25,0,8.63,17.65
"PHD2-NW03-07_18S","PHD2-NW03-07","PHD3","PHD2-2023.07.03-NW03-07","Open","Menai Bridge","NW03","Open Water","PHD2-NW03-07_18S",2023,7,3,"18:44",66.505,26.826,FALSE,FALSE,"North Wales","sample","sample","18S","06.11.2023","30.10.2023",7,8,3,"D",5,3,"D","10.10.2023","Sheltered","Sunny with some clouds, dry","incoming","18:10",-4.1643,53.2207,"18:44",NA,NA,NA,8.28,16.3
"PHD2-NW03-08_18S","PHD2-NW03-08","PHD3","PHD2-2023.07.03-NW03-08","Open","Menai Bridge","NW03","Open Water","PHD2-NW03-08_18S",2023,7,3,"18:45",64.938,13.938,FALSE,TRUE,"North Wales","sample","sample","18S","06.11.2023","30.10.2023",7,8,3,"E",5,3,"E","10.10.2023","Sheltered","Sunny with some clouds, dry","incoming","18:10",-4.1643,53.2207,"18:45",NA,NA,NA,8.22,15.8
"PHD2-NW03-08rep_18S","PHD2-NW03-08rep","PHD3","PHD2-2023.07.03-NW03-08rep","Open","Menai Bridge","NW03","Open Water","PHD2-NW03-08rep_18S",2023,7,3,"18:45",76.442,25.17,FALSE,TRUE,"North Wales","sample","plate-replicate","18S","06.11.2023","30.10.2023",7,8,7,"H",5,7,"H","10.10.2023","Sheltered","Sunny with some clouds, dry","incoming","18:10",-4.1643,53.2207,"18:45",NA,NA,NA,8.22,15.8
"PHD2-NW04-01_18S","PHD2-NW04-01","PHD3","PHD2-2023.07.04-NW04-01","Rockpool","Porth Swtan","NW04","Low","PHD2-NW04-01_18S",2023,7,4,"17:45",51.856,27.661,FALSE,FALSE,"North Wales","sample","sample","18S","06.11.2023","30.10.2023",8,8,3,"H",5,3,"H","18.10.2023","Moderately exposed","Sunny with some clouds, cloudy","outgoing","18:17",-4.5559,53.3738,"17:45",NA,10.75,0,8.52,20.2
"PHD2-NW04-02_18S","PHD2-NW04-02","PHD3","PHD2-2023.07.04-NW04-02","Rockpool","Porth Swtan","NW04","Low","PHD2-NW04-02_18S",2023,7,4,"17:53",76.946,20.631,FALSE,FALSE,"North Wales","sample","sample","18S","06.11.2023","30.10.2023",8,8,4,"A",5,4,"A","18.10.2023","Moderately exposed","Sunny with some clouds, cloudy","outgoing","18:17",-4.5559,53.3738,"17:53",NA,10.25,0,8.18,17.5
"PHD2-NW04-03_18S","PHD2-NW04-03","PHD3","PHD2-2023.07.04-NW04-03","Rockpool","Porth Swtan","NW04","Low","PHD2-NW04-03_18S",2023,7,4,"17:59",66.139,20.636,FALSE,FALSE,"North Wales","sample","sample","18S","06.11.2023","30.10.2023",8,8,4,"B",5,4,"B","18.10.2023","Moderately exposed","Sunny with some clouds, cloudy","outgoing","18:17",-4.5559,53.3738,"17:59",NA,10.35,0,8.64,19.5
"PHD2-NW04-04_18S","PHD2-NW04-04","PHD3","PHD2-2023.07.04-NW04-04","Open","Porth Swtan","NW04","Open Water","PHD2-NW04-04_18S",2023,7,4,"18:08",78.572,17.244,FALSE,FALSE,"North Wales","sample","sample","18S","06.11.2023","30.10.2023",8,8,4,"C",5,4,"C","18.10.2023","Moderately exposed","Sunny with some clouds, cloudy","outgoing","18:17",-4.5559,53.3738,"18:08",NA,NA,NA,8.71,17.3
"PHD2-NW04-05_18S","PHD2-NW04-05","PHD3","PHD2-2023.07.04-NW04-05","Open","Porth Swtan","NW04","Open Water","PHD2-NW04-05_18S",2023,7,4,"18:09",74.998,24.182,FALSE,FALSE,"North Wales","sample","sample","18S","06.11.2023","30.10.2023",8,8,4,"D",5,4,"D","18.10.2023","Moderately exposed","Sunny with some clouds, cloudy","outgoing","18:17",-4.5559,53.3738,"18:09",NA,NA,NA,8.61,17.15
"PHD2-NW04-06_18S","PHD2-NW04-06","PHD3","PHD2-2023.07.04-NW04-06","Open","Porth Swtan","NW04","Open Water","PHD2-NW04-06_18S",2023,7,4,"18:10",67.128,14.382,FALSE,FALSE,"North Wales","sample","sample","18S","06.11.2023","30.10.2023",8,8,4,"E",5,4,"E","18.10.2023","Moderately exposed","Sunny with some clouds, cloudy","outgoing","18:17",-4.5559,53.3738,"18:10",NA,NA,NA,8.62,16.9
"PHD2-NW04-07_18S","PHD2-NW04-07","PHD3","PHD2-2023.07.04-NW04-07","Rockpool","Porth Swtan","NW04","High","PHD2-NW04-07_18S",2023,7,4,"18:17",45.721,20.532,FALSE,FALSE,"North Wales","sample","sample","18S","06.11.2023","30.10.2023",8,8,4,"F",5,4,"F","18.10.2023","Moderately exposed","Sunny with some clouds, cloudy","outgoing","18:17",-4.5559,53.3738,"18:17",NA,5.45,0,8.1,18.65
"PHD2-NW04-08_18S","PHD2-NW04-08","PHD3","PHD2-2023.07.04-NW04-08","Rockpool","Porth Swtan","NW04","High","PHD2-NW04-08_18S",2023,7,4,"18:23",58.485,18.924,FALSE,FALSE,"North Wales","sample","sample","18S","06.11.2023","30.10.2023",8,8,4,"G",5,4,"G","18.10.2023","Moderately exposed","Sunny with some clouds, cloudy","outgoing","18:17",-4.5559,53.3738,"18:23",NA,6,0,8.54,18.4
"PHD2-NW04-09_18S","PHD2-NW04-09","PHD3","PHD2-2023.07.04-NW04-09","Rockpool","Porth Swtan","NW04","High","PHD2-NW04-09_18S",2023,7,4,"18:28",44.97,30.675,FALSE,FALSE,"North Wales","sample","sample","18S","06.11.2023","30.10.2023",8,8,4,"H",5,4,"H","18.10.2023","Moderately exposed","Sunny with some clouds, cloudy","outgoing","18:17",-4.5559,53.3738,"18:28",NA,8.3,0,8.56,19.35
"PHD2-NW05-01_18S","PHD2-NW05-01","PHD3","PHD2-2023.07.05-NW05-01","Open","Rhosneigr","NW05","Open Water","PHD2-NW05-01_18S",2023,7,5,"04:34",65.813,15.235,FALSE,FALSE,"North Wales","sample","sample","18S","06.11.2023","30.10.2023",8,8,5,"C",5,5,"C","18.10.2023","Sheltered","Cloudy and cool, very early","outgoing","06:08",-4.5253,53.2233,"04:34",NA,NA,NA,7.98,15.15
"PHD2-NW05-02_18S","PHD2-NW05-02","PHD3","PHD2-2023.07.05-NW05-02","Open","Rhosneigr","NW05","Open Water","PHD2-NW05-02_18S",2023,7,5,"04:35",48.463,19.233,FALSE,FALSE,"North Wales","sample","sample","18S","06.11.2023","30.10.2023",8,8,5,"D",5,5,"D","18.10.2023","Sheltered","Cloudy and cool, very early","outgoing","06:08",-4.5253,53.2233,"04:35",NA,NA,NA,8.02,14.6
"PHD2-NW05-03_18S","PHD2-NW05-03","PHD3","PHD2-2023.07.05-NW05-03","Open","Rhosneigr","NW05","Open Water","PHD2-NW05-03_18S",2023,7,5,"04:35",55.646,24.923,FALSE,FALSE,"North Wales","sample","sample","18S","06.11.2023","30.10.2023",8,8,5,"E",5,5,"E","18.10.2023","Sheltered","Cloudy and cool, very early","outgoing","06:08",-4.5253,53.2233,"04:35",NA,NA,NA,7.99,14.7
"PHD2-NW05-04_18S","PHD2-NW05-04","PHD3","PHD2-2023.07.05-NW05-04","Rockpool","Rhosneigr","NW05","Low","PHD2-NW05-04_18S",2023,7,5,"04:49",68.721,10.827,FALSE,FALSE,"North Wales","sample","sample","18S","06.11.2023","30.10.2023",8,8,5,"F",5,5,"F","18.10.2023","Sheltered","Cloudy and cool, very early","outgoing","06:08",-4.5253,53.2233,"04:49",NA,6.95,0,7.93,15.6
"PHD2-NW05-05_18S","PHD2-NW05-05","PHD3","PHD2-2023.07.05-NW05-05","Rockpool","Rhosneigr","NW05","Low","PHD2-NW05-05_18S",2023,7,5,"04:55",61.247,14.597,FALSE,FALSE,"North Wales","sample","sample","18S","06.11.2023","30.10.2023",8,8,5,"G",5,5,"G","18.10.2023","Sheltered","Cloudy and cool, very early","outgoing","06:08",-4.5253,53.2233,"04:55",NA,13.9,0,7.96,16.2
"PHD2-NW05-06_18S","PHD2-NW05-06","PHD3","PHD2-2023.07.05-NW05-06","Rockpool","Rhosneigr","NW05","Low","PHD2-NW05-06_18S",2023,7,5,"05:02",56.55,24.572,FALSE,FALSE,"North Wales","sample","sample","18S","06.11.2023","30.10.2023",8,8,5,"H",5,5,"H","18.10.2023","Sheltered","Cloudy and cool, very early","outgoing","06:08",-4.5253,53.2233,"05:02",NA,12.55,0,7.94,15.9
"PHD2-NW05-07_18S","PHD2-NW05-07","PHD3","PHD2-2023.07.05-NW05-07","Rockpool","Rhosneigr","NW05","High","PHD2-NW05-07_18S",2023,7,5,"05:14",69.393,23.063,FALSE,FALSE,"North Wales","sample","sample","18S","06.11.2023","30.10.2023",8,8,6,"A",5,6,"A","18.10.2023","Sheltered","Cloudy and cool, very early","outgoing","06:08",-4.5253,53.2233,"05:14",NA,12.5,0,7.71,15.5
"PHD2-NW05-08_18S","PHD2-NW05-08","PHD3","PHD2-2023.07.05-NW05-08","Rockpool","Rhosneigr","NW05","High","PHD2-NW05-08_18S",2023,7,5,"05:23",77.09,25.546,FALSE,FALSE,"North Wales","sample","sample","18S","06.11.2023","30.10.2023",8,8,6,"B",5,6,"B","18.10.2023","Sheltered","Cloudy and cool, very early","outgoing","06:08",-4.5253,53.2233,"05:23",NA,8.45,0,8.46,13.65
"PHD2-NW05-09_18S","PHD2-NW05-09","PHD3","PHD2-2023.07.05-NW05-09","Rockpool","Rhosneigr","NW05","High","PHD2-NW05-09_18S",2023,7,5,"05:21",64.175,25.262,FALSE,FALSE,"North Wales","sample","sample","18S","06.11.2023","30.10.2023",8,8,6,"C",5,6,"C","18.10.2023","Sheltered","Cloudy and cool, very early","outgoing","06:08",-4.5253,53.2233,"05:21",NA,15.15,0,7.78,15.3
"PHD2-NW06-02_18S","PHD2-NW06-02","PHD3","PHD2-2023.07.06-NW06-02","Rockpool","Porth Oer","NW06","High","PHD2-NW06-02_18S",2023,7,6,"16:47",79.276,18.973,FALSE,TRUE,"North Wales","sample","sample","18S","06.11.2023","30.10.2023",8,8,6,"F",5,6,"F","18.10.2023","Sheltered","Cloudy, light wind","outgoing","17:53",-4.7256,52.8344,"16:47",NA,6.25,0,8.82,18.5
"PHD2-NW06-02rep_18S","PHD2-NW06-02rep","PHD3","PHD2-2023.07.06-NW06-02rep","Rockpool","Porth Oer","NW06","High","PHD2-NW06-02rep_18S",2023,7,6,"16:47",16.632,22.937,FALSE,TRUE,"North Wales","sample","plate-replicate","18S","06.11.2023","30.10.2023",8,8,8,"A",5,8,"A","18.10.2023","Sheltered","Cloudy, light wind","outgoing","17:53",-4.7256,52.8344,"16:47",NA,6.25,0,8.82,18.5
"PHD2-NW06-03_18S","PHD2-NW06-03","PHD3","PHD2-2023.07.06-NW06-03","Rockpool","Porth Oer","NW06","High","PHD2-NW06-03_18S",2023,7,6,"16:43",66.501,29.497,FALSE,FALSE,"North Wales","sample","sample","18S","06.11.2023","30.10.2023",8,8,6,"G",5,6,"G","18.10.2023","Sheltered","Cloudy, light wind","outgoing","17:53",-4.7256,52.8344,"16:43",NA,24.7,0,8.71,18
"PHD2-NW06-04_18S","PHD2-NW06-04","PHD3","PHD2-2023.07.06-NW06-04","Open","Porth Oer","NW06","Open Water","PHD2-NW06-04_18S",2023,7,6,"16:57",95.398,21.38,FALSE,FALSE,"North Wales","sample","sample","18S","06.11.2023","30.10.2023",8,8,6,"H",5,6,"H","18.10.2023","Sheltered","Cloudy, light wind","outgoing","17:53",-4.7256,52.8344,"16:57",NA,NA,NA,8.32,16.55
"PHD2-NW06-05_18S","PHD2-NW06-05","PHD3","PHD2-2023.07.06-NW06-05","Open","Porth Oer","NW06","Open Water","PHD2-NW06-05_18S",2023,7,6,"16:57",68.257,25.669,FALSE,FALSE,"North Wales","sample","sample","18S","06.11.2023","30.10.2023",8,8,7,"A",5,7,"A","18.10.2023","Sheltered","Cloudy, light wind","outgoing","17:53",-4.7256,52.8344,"16:57",NA,NA,NA,8.39,16.2
"PHD2-NW06-06_18S","PHD2-NW06-06","PHD3","PHD2-2023.07.06-NW06-06","Open","Porth Oer","NW06","Open Water","PHD2-NW06-06_18S",2023,7,6,"16:58",75.021,16.231,FALSE,FALSE,"North Wales","sample","sample","18S","06.11.2023","30.10.2023",8,8,7,"B",5,7,"B","18.10.2023","Sheltered","Cloudy, light wind","outgoing","17:53",-4.7256,52.8344,"16:58",NA,NA,NA,8.39,16.05
"PHD2-SCH01-04rep_18S","PHD2-SCH01-04rep","PHD2","PHD2-2022.06.12-SCH01-04rep","Rockpool","Scourie","SCH01","Low","PHD2-SCH01-04rep_18S",2022,6,12,"11:33",57.621,14.575,FALSE,TRUE,"Scotland","sample","run-replicate","18S","15.11.2023","03.11.2023",1,10,9,"E",5,8,"F","24.02.2023","Exposed","moderate rain, strong winds, very cloudy","outgoing","12:23",-5.1668,58.3534,"11:33",86234.94,1100,94.8584,8.63,12.4
